% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.041	1	5	1	11534.1	0
0.042	1	8	2	66371.5	0
0.043	1	1	3	1383.69	0
0.044	1	10	4	155238	0
0.049	1	9	9	952.303	0
0.05	1	7	10	3330.1	0
0.051	1	4	11	13661.4	0
0.052	1	6	12	332.611	0
0.055	1	2	15	2852.65	0
0.056	1	3	16	282.082	0
0.081	1	5	1	11534.1	0
0.082	1	8	2	66371.5	0
0.083	1	1	3	1383.69	0
0.084	1	10	4	155238	0
0.089	1	9	9	952.303	0
0.09	1	7	10	3330.1	0
0.091	1	4	11	13661.4	0
0.092	1	6	12	332.611	0
0.095	1	2	15	2852.65	0
0.096	1	3	16	282.082	0
0.121	1	5	1	11534.1	0
0.122	1	8	2	66371.5	0
0.123	1	1	3	1383.69	0
0.124	1	10	4	155238	0
0.129	1	9	9	952.303	0
0.13	1	7	10	3330.1	0
0.131	1	4	11	13661.4	0
0.132	1	6	12	332.611	0
0.135	1	2	15	2852.65	0
0.136	1	3	16	282.082	0
0.161	1	5	1	11534.1	0
0.162	1	8	2	66371.5	0
0.163	1	1	3	1383.69	0
0.164	1	10	4	155238	0
0.169	1	9	9	952.303	0
0.17	1	7	10	3330.1	0
0.171	1	4	11	13661.4	0
0.172	1	6	12	332.611	0
0.175	1	2	15	2852.65	0
0.176	1	3	16	282.082	0
0.201	1	5	1	11534.1	0
0.202	1	8	2	66371.5	0
0.203	1	1	3	1383.69	0
0.204	1	10	4	155238	0
0.209	1	9	9	952.303	0
0.21	1	7	10	3330.1	0
0.211	1	4	11	13661.4	0
0.212	1	6	12	332.611	0
0.215	1	2	15	2852.65	0
0.216	1	3	16	282.082	0
0.241	1	5	1	11534.1	0
0.242	1	8	2	66371.5	0
0.243	1	1	3	1383.69	0
0.244	1	10	4	155238	0
0.249	1	9	9	952.303	0
0.25	1	7	10	3330.1	0
0.251	1	4	11	13661.4	0
0.252	1	6	12	332.611	0
0.255	1	2	15	2852.65	0
0.256	1	3	16	282.082	0
0.281	1	5	1	11534.1	0
0.282	1	8	2	66371.5	0
0.283	1	1	3	1383.69	0
0.284	1	10	4	155238	0
0.289	1	9	9	952.303	0
0.29	1	7	10	3330.1	0
0.291	1	4	11	13661.4	0
0.292	1	6	12	332.611	0
0.295	1	2	15	2852.65	0
0.296	1	3	16	282.082	0
0.321	1	5	1	11534.1	0
0.322	1	8	2	66371.5	0
0.323	1	1	3	1383.69	0
0.324	1	10	4	155238	0
0.329	1	9	9	952.303	0
0.33	1	7	10	3330.1	0
0.331	1	4	11	13661.4	0
0.332	1	6	12	332.611	0
0.335	1	2	15	2852.65	0
0.336	1	3	16	282.082	0
0.361	1	5	1	11534.1	0
0.362	1	8	2	66371.5	0
0.363	1	1	3	1383.69	0
0.364	1	10	4	155238	0
0.369	1	9	9	952.303	0
0.37	1	7	10	3330.1	0
0.371	1	4	11	13661.4	0
0.372	1	6	12	332.611	0
0.375	1	2	15	2852.65	0
0.376	1	3	16	282.082	0
0.401	1	5	1	11534.1	0
0.402	1	8	2	66371.5	0
0.403	1	1	3	1383.69	0
0.404	1	10	4	155238	0
0.409	1	9	9	952.303	0
0.41	1	7	10	3330.1	0
0.411	1	4	11	13661.4	0
0.412	1	6	12	332.611	0
0.415	1	2	15	2852.65	0
0.416	1	3	16	282.082	0
0.441	1	5	1	11534.1	0
0.442	1	8	2	66371.5	0
0.443	1	1	3	1383.69	0
0.444	1	10	4	155238	0
0.449	1	9	9	952.303	0
0.45	1	7	10	3330.1	0
0.451	1	4	11	13661.4	0
0.452	1	6	12	332.611	0
0.455	1	2	15	2852.65	0
0.456	1	3	16	282.082	0
0.481	1	5	1	11534.1	0
0.482	1	8	2	66371.5	0
0.483	1	1	3	1383.69	0
0.484	1	10	4	155238	0
0.489	1	9	9	952.303	0
0.49	1	7	10	3330.1	0
0.491	1	4	11	13661.4	0
0.492	1	6	12	332.611	0
0.495	1	2	15	2852.65	0
0.496	1	3	16	282.082	0
0.521	1	5	1	11534.1	0
0.522	1	8	2	66371.5	0
0.523	1	1	3	1383.69	0
0.524	1	10	4	155238	0
