% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
25	1	8	2	0	0	81	0	1	0
26	1	8	2	0	0	81	0	1	0
31	1	1	1	0	28	2196	0	1	0
38	1	7	12	0	28	2196	0	1	0
39	1	3	15	0	28	2196	0	1	0
43	1	8	2	0	28	2196	0	1	0
44	1	5	11	0	28	2196	0	1	0
45	1	10	16	0	28	2196	0	1	0
47	1	4	9	0	28	2196	0	1	0
48	1	1	1	0	28	2196	0	1	0
49	1	7	12	0	28	2052	0	1	0
49	1	10	16	0	28	185	0	1	0
52	1	3	15	0	18	967	0	1	0
55	1	9	4	0	28	2196	0	1	0
56	1	2	10	0	28	2196	0	1	0
58	1	7	12	0	24	1620	0	1	0
61	1	6	3	0	28	2196	0	1	0
69	1	7	12	0	28	2196	0	1	0
70	1	8	2	0	28	2196	0	1	0
71	1	9	4	0	28	2196	0	1	0
77	1	6	3	0	28	2196	0	1	0
78	1	4	9	0	28	2196	0	1	0
79	1	5	11	0	22	1383	0	1	0
80	1	8	2	0	28	2196	0	1	0
85	1	6	3	0	28	2196	0	1	0
86	1	3	15	0	28	2196	0	1	0
87	1	1	1	0	28	2196	0	1	0
92	1	5	11	0	28	2196	0	1	0
93	1	4	9	0	28	2196	0	1	0
94	1	8	2	0	28	2196	0	1	0
96	1	9	4	0	28	2196	0	1	0
97	1	2	10	0	28	2196	0	1	0
102	1	10	16	0	28	2196	0	1	0
104	1	3	15	0	28	2196	0	1	0
105	1	8	2	0	28	2196	0	1	0
106	1	1	1	0	28	2196	0	1	0
108	1	6	3	0	28	185	0	1	0
108	1	7	12	0	28	2052	0	1	0
109	1	9	4	0	28	2196	0	1	0
111	1	2	10	0	28	2196	0	1	0
115	1	4	9	0	28	2196	0	1	0
118	1	10	16	0	28	2196	0	1	0
121	1	7	12	0	24	1620	0	1	0
122	1	5	11	0	24	1620	0	1	0
123	1	6	3	0	28	2196	0	1	0
124	1	1	1	0	28	2196	0	1	0
126	1	4	9	0	28	2196	0	1	0
127	1	5	11	0	24	1620	0	1	0
128	1	7	12	0	28	2196	0	1	0
129	1	3	15	0	28	1836	0	1	0
129	1	10	16	0	28	373	0	1	0
132	1	4	9	0	28	2196	0	1	0
135	1	2	10	0	28	2196	0	1	0
143	1	10	16	0	28	2196	0	1	0
144	1	1	1	0	28	373	0	1	0
144	1	3	15	0	28	1836	0	1	0
146	1	6	3	0	28	2196	0	1	0
147	1	5	11	0	22	1383	0	1	0
148	1	4	9	0	28	2196	0	1	0
152	1	2	10	0	28	2196	0	1	0
155	1	2	10	0	28	2196	0	1	0
156	1	1	1	0	24	1620	0	1	0
157	1	9	4	0	28	2196	0	1	0
164	1	4	9	0	28	2196	0	1	0
168	1	5	11	0	24	1620	0	1	0
172	1	1	1	0	28	2196	0	1	0
173	1	7	12	0	26	1836	0	1	0
175	1	6	3	0	28	2196	0	1	0
176	1	10	16	0	28	2196	0	1	0
179	1	2	10	0	28	2196	0	1	0
180	1	8	2	0	28	2196	0	1	0
181	1	9	4	0	28	2196	0	1	0
182	1	7	12	0	22	1383	0	1	0
183	1	3	15	0	28	2196	0	1	0
184	1	5	11	0	24	1620	0	1	0
188	1	6	3	0	28	2196	0	1	0
192	1	4	9	0	28	2196	0	1	0
193	1	8	2	0	24	1620	0	1	0
195	1	5	11	0	20	1191	0	1	0
197	1	9	4	0	28	2196	0	1	0
199	1	3	15	0	28	2196	0	1	0
200	1	8	2	0	28	2196	0	1	0
201	1	7	12	0	22	1383	0	1	0
203	1	4	9	0	28	2196	0	1	0
205	1	9	4	0	28	2196	0	1	0
208	1	10	16	0	28	2196	0	1	0
210	1	2	10	0	18	967	0	1	0
213	1	7	12	0	28	2196	0	1	0
215	1	10	16	0	28	2196	0	1	0
216	1	6	3	0	28	2196	0	1	0
219	1	5	11	0	26	1836	0	1	0
221	1	1	1	0	24	1620	0	1	0
222	1	3	15	0	28	2196	0	1	0
223	1	9	4	0	20	1191	0	1	0
228	1	2	10	0	22	1383	0	1	0
231	1	9	4	0	20	1191	0	1	0
232	1	10	16	0	28	2196	0	1	0
236	1	1	1	0	28	2196	0	1	0
237	1	8	2	0	28	2196	0	1	0
238	1	6	3	0	28	2196	0	1	0
239	1	4	9	0	28	2196	0	1	0
242	1	9	4	0	28	2196	0	1	0
243	1	2	10	0	28	2196	0	1	0
244	1	7	12	0	28	2196	0	1	0
246	1	3	15	0	28	2196	0	1	0
248	1	4	9	0	28	2196	0	1	0
249	1	1	1	0	28	2196	0	1	0
251	1	7	12	0	28	2196	0	1	0
254	1	9	4	0	28	2196	0	1	0
255	1	5	11	0	28	2196	0	1	0
256	1	10	16	0	28	2196	0	1	0
260	1	9	4	0	28	2196	0	1	0
261	1	6	3	0	28	2196	0	1	0
262	1	3	15	0	28	2196	0	1	0
263	1	1	1	0	28	2196	0	1	0
264	1	10	16	0	28	2196	0	1	0
265	1	8	2	0	28	2196	0	1	0
270	1	8	2	0	28	2196	0	1	0
271	1	10	16	0	26	1836	0	1	0
273	1	7	12	0	28	2196	0	1	0
278	1	4	9	0	28	2196	0	1	0
281	1	8	2	0	28	2196	0	1	0
282	1	6	3	0	28	2196	0	1	0
286	1	3	15	0	28	2196	0	1	0
287	1	9	4	0	28	2196	0	1	0
290	1	2	10	0	28	2196	0	1	0
291	1	1	1	0	28	2196	0	1	0
292	1	8	2	0	28	2196	0	1	0
295	1	10	16	0	28	2196	0	1	0
299	1	5	11	0	28	2196	0	1	0
300	1	2	10	0	28	2196	0	1	0
301	1	6	3	0	28	2196	0	1	0
302	1	4	9	0	28	2196	0	1	0
308	1	10	16	0	28	2196	0	1	0
311	1	3	15	0	22	1383	0	1	0
312	1	4	9	0	28	2196	0	1	0
313	1	10	16	0	28	2196	0	1	0
314	1	8	2	0	28	2196	0	1	0
315	1	7	12	0	28	2196	0	1	0
321	1	3	15	0	20	1191	0	1	0
323	1	1	1	0	28	2196	0	1	0
324	1	10	16	0	28	2196	0	1	0
326	1	6	3	0	28	2196	0	1	0
328	1	4	9	0	28	2196	0	1	0
329	1	1	1	0	28	2196	0	1	0
331	1	2	10	0	28	2196	0	1	0
333	1	5	11	0	28	2196	0	1	0
334	1	3	15	0	28	2196	0	1	0
338	1	7	12	0	28	2196	0	1	0
341	1	9	4	0	28	2196	0	1	0
342	1	2	10	0	28	2196	0	1	0
343	1	5	11	0	28	2196	0	1	0
346	1	8	2	0	28	2196	0	1	0
347	1	10	16	0	26	1836	0	1	0
351	1	6	3	0	28	2196	0	1	0
352	1	5	11	0	28	2196	0	1	0
353	1	3	15	0	28	2196	0	1	0
356	1	7	12	0	28	2196	0	1	0
357	1	1	1	0	28	2196	0	1	0
365	1	2	10	0	28	2196	0	1	0
366	1	8	2	0	28	2196	0	1	0
370	1	3	15	0	28	2196	0	1	0
371	1	7	12	0	28	2196	0	1	0
372	1	6	3	0	28	2196	0	1	0
373	1	4	9	0	28	2196	0	1	0
379	1	8	2	0	28	2196	0	1	0
380	1	7	12	0	28	2196	0	1	0
383	1	6	3	0	28	2196	0	1	0
385	1	10	16	0	28	2196	0	1	0
387	1	9	4	0	28	2196	0	1	0
392	1	3	15	0	28	2196	0	1	0
393	1	7	12	0	28	2196	0	1	0
395	1	5	11	0	28	2196	0	1	0
396	1	2	10	0	28	2196	0	1	0
401	1	8	2	0	28	2196	0	1	0
403	1	2	10	0	28	2196	0	1	0
404	1	6	3	0	28	2196	0	1	0
406	1	1	1	0	28	2196	0	1	0
408	1	10	16	0	28	2196	0	1	0
413	1	1	1	0	28	2196	0	1	0
414	1	4	9	0	28	2196	0	1	0
415	1	7	12	0	28	2196	0	1	0
416	1	1	1	0	28	2196	0	1	0
417	1	8	2	0	28	2196	0	1	0
418	1	10	16	0	28	2196	0	1	0
424	1	1	1	0	24	1620	0	1	0
425	1	9	4	0	28	2196	0	1	0
428	1	2	10	0	28	2196	0	1	0
430	1	4	9	0	28	2196	0	1	0
431	1	3	15	0	28	2196	0	1	0
432	1	5	11	0	28	2196	0	1	0
433	1	2	10	0	28	2196	0	1	0
434	1	9	4	0	28	2196	0	1	0
435	1	6	3	0	28	2196	0	1	0
437	1	9	4	0	28	2196	0	1	0
439	1	4	9	0	28	2196	0	1	0
440	1	1	1	0	28	2196	0	1	0
441	1	2	10	0	28	2196	0	1	0
442	1	3	15	0	28	2196	0	1	0
445	1	8	2	0	28	2196	0	1	0
451	1	5	11	0	28	2196	0	1	0
452	1	1	1	0	28	2196	0	1	0
455	1	4	9	0	28	2196	0	1	0
456	1	9	4	0	28	2196	0	1	0
457	1	8	2	0	28	2196	0	1	0
462	1	3	15	0	28	2196	0	1	0
463	1	9	4	0	28	2196	0	1	0
464	1	7	12	0	28	2196	0	1	0
465	1	8	2	0	28	2196	0	1	0
466	1	1	1	0	28	2196	0	1	0
467	1	9	4	0	28	185	0	1	0
467	1	5	11	0	28	2052	0	1	0
469	1	4	9	0	28	2196	0	1	0
476	1	9	4	0	24	1620	0	1	0
477	1	3	15	0	28	2196	0	1	0
479	1	7	12	0	28	2196	0	1	0
480	1	5	11	0	26	1836	0	1	0
482	1	6	3	0	28	2196	0	1	0
484	1	1	1	0	28	2196	0	1	0
