% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
47	1	8	2	0	0	28	2196	0	1	1	0
58	1	5	11	0	0	28	2196	0	1	1	0
97	1	8	2	0	0	28	2196	0	1	1	0
177	1	1	1	0	0	28	2196	0	1	1	0
249	1	7	12	0	0	28	2196	0	1	1	0
260	1	3	15	0	0	28	2196	0	1	1	0
266	1	8	2	0	0	28	2196	0	1	1	0
296	1	5	11	0	0	28	2196	0	1	1	0
316	1	10	16	0	0	28	2196	0	1	1	0
318	1	7	12	0	0	28	2196	0	1	1	0
331	1	1	1	0	0	28	2196	0	1	1	0
335	1	10	16	0	0	28	2196	0	1	1	0
343	1	4	9	0	0	28	2196	0	1	1	0
368	1	3	15	0	0	28	2196	0	1	1	0
415	1	7	12	0	0	28	2196	0	1	1	0
422	1	9	4	0	0	28	2196	0	1	1	0
434	1	2	10	0	0	28	2196	0	1	1	0
482	1	6	3	0	0	28	2196	0	1	1	0
509	1	7	12	0	0	28	2196	0	1	1	0
513	1	8	2	0	0	28	2196	0	1	1	0
551	1	9	4	0	0	28	2196	0	1	1	0
597	1	8	2	0	0	28	2196	0	1	1	0
619	1	5	11	0	0	28	2196	0	1	1	0
622	1	6	3	0	0	28	2196	0	1	1	0
626	1	4	9	0	0	28	2196	0	1	1	0
682	1	6	3	0	0	28	2196	0	1	1	0
691	1	3	15	0	0	28	2196	0	1	1	0
702	1	1	1	0	0	28	2196	0	1	1	0
714	1	8	2	0	0	28	2196	0	1	1	0
735	1	5	11	0	0	28	2196	0	1	1	0
767	1	4	9	0	0	28	2196	0	1	1	0
797	1	9	4	0	0	28	2196	0	1	1	0
802	1	8	2	0	0	28	2196	0	1	1	0
819	1	2	10	0	0	28	2196	0	1	1	0
853	1	10	16	0	0	28	2196	0	1	1	0
855	1	3	15	0	0	28	2196	0	1	1	0
873	1	1	1	0	0	28	2196	0	1	1	0
880	1	7	12	0	0	28	2196	0	1	1	0
894	1	6	3	0	0	28	2196	0	1	1	0
908	1	9	4	0	0	28	2196	0	1	1	0
947	1	2	10	0	0	28	2196	0	1	1	0
967	1	4	9	0	0	28	2196	0	1	1	0
989	1	7	12	0	0	28	2196	0	1	1	0
997	1	10	16	0	0	28	2196	0	1	1	0
1019	1	5	11	0	0	28	2196	0	1	1	0
1023	1	6	3	0	0	28	2196	0	1	1	0
1027	1	1	1	0	0	28	2196	0	1	1	0
1036	1	7	12	0	0	28	2196	0	1	1	0
1048	1	5	11	0	0	28	2196	0	1	1	0
1053	1	4	9	0	0	28	2196	0	1	1	0
1089	1	10	16	0	0	28	2196	0	1	1	0
1091	1	3	15	0	0	28	2196	0	1	1	0
1095	1	4	9	0	0	28	2196	0	1	1	0
1167	1	2	10	0	0	28	2196	0	1	1	0
1208	1	10	16	0	0	28	2196	0	1	1	0
1213	1	3	15	0	0	28	2196	0	1	1	0
1224	1	1	1	0	0	28	2196	0	1	1	0
1225	1	5	11	0	0	28	2196	0	1	1	0
1234	1	6	3	0	0	28	2196	0	1	1	0
1241	1	4	9	0	0	28	2196	0	1	1	0
1313	1	2	10	0	0	28	2196	0	1	1	0
1316	1	1	1	0	0	28	2196	0	1	1	0
1328	1	2	10	0	0	28	2196	0	1	1	0
1370	1	9	4	0	0	28	2196	0	1	1	0
1384	1	4	9	0	0	28	2196	0	1	1	0
1425	1	5	11	0	0	28	2196	0	1	1	0
1460	1	1	1	0	0	28	2196	0	1	1	0
1478	1	7	12	0	0	28	2196	0	1	1	0
1509	1	6	3	0	0	28	2196	0	1	1	0
1521	1	10	16	0	0	28	2196	0	1	1	0
1527	1	7	12	0	0	28	2196	0	1	1	0
1547	1	8	2	0	0	28	2196	0	1	1	0
1554	1	2	10	0	0	28	2196	0	1	1	0
1555	1	5	11	0	0	28	2196	0	1	1	0
1575	1	9	4	0	0	28	2196	0	1	1	0
1596	1	3	15	0	0	28	2196	0	1	1	0
1626	1	6	3	0	0	28	2196	0	1	1	0
1643	1	4	9	0	0	28	2196	0	1	1	0
1657	1	8	2	0	0	28	2196	0	1	1	0
1658	1	5	11	0	0	28	2196	0	1	1	0
1706	1	7	12	0	0	28	2196	0	1	1	0
1710	1	8	2	0	0	28	2196	0	1	1	0
1728	1	9	4	0	0	28	2196	0	1	1	0
1733	1	4	9	0	0	28	2196	0	1	1	0
1738	1	3	15	0	0	28	2196	0	1	1	0
1798	1	9	4	0	0	28	2196	0	1	1	0
1819	1	7	12	0	0	28	2196	0	1	1	0
1822	1	10	16	0	0	28	2196	0	1	1	0
1842	1	2	10	0	0	28	2196	0	1	1	0
1872	1	10	16	0	0	28	2196	0	1	1	0
1875	1	5	11	0	0	28	2196	0	1	1	0
1884	1	6	3	0	0	28	2196	0	1	1	0
1934	1	1	1	0	0	28	2196	0	1	1	0
1941	1	9	4	0	0	28	2196	0	1	1	0
1950	1	3	15	0	0	28	2196	0	1	1	0
2006	1	2	10	0	0	28	2196	0	1	1	0
2012	1	9	4	0	0	28	2196	0	1	1	0
2025	1	10	16	0	0	28	2196	0	1	1	0
2053	1	8	2	0	0	28	2196	0	1	1	0
2072	1	1	1	0	0	28	2196	0	1	1	0
2082	1	4	9	0	0	28	2196	0	1	1	0
2092	1	6	3	0	0	28	2196	0	1	1	0
2109	1	7	12	0	0	28	2196	0	1	1	0
2114	1	9	4	0	0	28	2196	0	1	1	0
2135	1	2	10	0	0	28	2196	0	1	1	0
2154	1	4	9	0	0	28	2196	0	1	1	0
2162	1	7	12	0	0	28	2196	0	1	1	0
2170	1	3	15	0	0	28	2196	0	1	1	0
2174	1	1	1	0	0	28	2196	0	1	1	0
2208	1	9	4	0	0	28	2196	0	1	1	0
2222	1	5	11	0	0	28	2196	0	1	1	0
2249	1	10	16	0	0	28	2196	0	1	1	0
2252	1	9	4	0	0	28	2196	0	1	1	0
2294	1	1	1	0	0	28	2196	0	1	1	0
2297	1	10	16	0	0	28	2196	0	1	1	0
2299	1	6	3	0	0	28	2196	0	1	1	0
2308	1	3	15	0	0	28	2196	0	1	1	0
2319	1	8	2	0	0	28	2196	0	1	1	0
2352	1	8	2	0	0	28	2196	0	1	1	0
2361	1	10	16	0	0	28	2196	0	1	1	0
2366	1	7	12	0	0	28	2196	0	1	1	0
2433	1	4	9	0	0	28	2196	0	1	1	0
2448	1	8	2	0	0	28	2196	0	1	1	0
2492	1	9	4	0	0	28	2196	0	1	1	0
2495	1	6	3	0	0	28	2196	0	1	1	0
2519	1	8	2	0	0	28	2196	0	1	1	0
2533	1	3	15	0	0	28	2196	0	1	1	0
2550	1	1	1	0	0	28	2196	0	1	1	0
2585	1	2	10	0	0	28	2196	0	1	1	0
2587	1	10	16	0	0	28	2196	0	1	1	0
2639	1	5	11	0	0	28	2196	0	1	1	0
2644	1	6	3	0	0	28	2196	0	1	1	0
2654	1	4	9	0	0	28	2196	0	1	1	0
2667	1	2	10	0	0	28	2196	0	1	1	0
2701	1	10	16	0	0	28	2196	0	1	1	0
2716	1	10	16	0	0	28	2196	0	1	1	0
2740	1	4	9	0	0	28	2196	0	1	1	0
2743	1	8	2	0	0	28	2196	0	1	1	0
2763	1	3	15	0	0	28	2196	0	1	1	0
2769	1	7	12	0	0	28	2196	0	1	1	0
2816	1	10	16	0	0	28	2196	0	1	1	0
2846	1	3	15	0	0	28	2196	0	1	1	0
2860	1	1	1	0	0	28	2196	0	1	1	0
2877	1	4	9	0	0	28	2196	0	1	1	0
2894	1	6	3	0	0	28	2196	0	1	1	0
2903	1	1	1	0	0	28	2196	0	1	1	0
2961	1	3	15	0	0	28	2196	0	1	1	0
2963	1	2	10	0	0	28	2196	0	1	1	0
2970	1	5	11	0	0	28	2196	0	1	1	0
2982	1	7	12	0	0	28	2196	0	1	1	0
3020	1	10	16	0	0	28	2196	0	1	1	0
3024	1	9	4	0	0	28	2196	0	1	1	0
3039	1	8	2	0	0	28	2196	0	1	1	0
3048	1	2	10	0	0	28	2196	0	1	1	0
3049	1	5	11	0	0	28	2196	0	1	1	0
3109	1	3	15	0	0	28	2196	0	1	1	0
3118	1	5	11	0	0	28	2196	0	1	1	0
3127	1	6	3	0	0	28	2196	0	1	1	0
3141	1	7	12	0	0	28	2196	0	1	1	0
3162	1	1	1	0	0	28	2196	0	1	1	0
3214	1	8	2	0	0	28	2196	0	1	1	0
