% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
29	1	2	4	0	0	28	2196	0	1	1	0
44	1	4	6	0	0	28	2196	0	1	1	0
54	1	2	4	0	0	24	1620	0	1	1	0
57	1	5	1	0	0	28	2196	0	1	1	0
63	1	1	3	0	0	28	2196	0	1	1	0
66	1	4	6	0	0	28	2196	0	1	1	0
70	1	1	3	0	0	28	2196	0	1	1	0
80	1	5	1	0	0	28	2196	0	1	1	0
81	1	4	6	0	0	28	2196	0	1	1	0
82	1	1	3	0	0	28	2196	0	1	1	0
84	1	2	4	0	0	26	1836	0	1	1	0
89	1	1	3	0	0	28	2196	0	1	1	0
90	1	5	1	0	0	24	1620	0	1	1	0
97	1	3	2	0	0	28	2196	0	1	1	0
98	1	2	4	0	0	24	1620	0	1	1	0
103	1	5	1	0	0	28	2196	0	1	1	0
114	1	4	6	0	0	28	2196	0	1	1	0
130	1	3	2	0	0	28	2196	0	1	1	0
136	1	1	3	0	0	28	2196	0	1	1	0
142	1	1	3	0	0	28	2196	0	1	1	0
155	1	3	2	0	0	28	2196	0	1	1	0
156	1	2	4	0	0	28	1836	0	1	1	0
156	1	5	1	0	0	28	373	0	1	1	0
160	1	3	2	0	0	28	2196	0	1	1	0
161	1	4	6	0	0	28	2196	0	1	1	0
162	1	1	3	0	0	28	2196	0	1	1	0
165	1	3	2	0	0	28	2196	0	1	1	0
170	1	4	6	0	0	28	2196	0	1	1	0
181	1	2	4	0	0	24	1620	0	1	1	0
191	1	4	6	0	0	28	2196	0	1	1	0
197	1	3	2	0	0	28	2196	0	1	1	0
198	1	4	6	0	0	28	2196	0	1	1	0
203	1	5	1	0	0	28	2196	0	1	1	0
204	1	4	6	0	0	28	2196	0	1	1	0
205	1	3	2	0	0	28	2196	0	1	1	0
206	1	2	4	0	0	20	1191	0	1	1	0
217	1	2	4	0	0	28	2196	0	1	1	0
218	1	5	1	0	0	28	2196	0	1	1	0
219	1	3	2	0	0	28	2196	0	1	1	0
220	1	4	6	0	0	28	2196	0	1	1	0
234	1	5	1	0	0	28	2196	0	1	1	0
235	1	3	2	0	0	28	2196	0	1	1	0
238	1	4	6	0	0	28	2196	0	1	1	0
245	1	1	3	0	0	28	2196	0	1	1	0
257	1	3	2	0	0	28	2196	0	1	1	0
258	1	4	6	0	0	28	2196	0	1	1	0
260	1	2	4	0	0	28	2196	0	1	1	0
261	1	5	1	0	0	28	2196	0	1	1	0
263	1	4	6	0	0	28	2196	0	1	1	0
269	1	4	6	0	0	28	2196	0	1	1	0
274	1	1	3	0	0	28	2196	0	1	1	0
275	1	3	2	0	0	28	2196	0	1	1	0
282	1	2	4	0	0	28	2196	0	1	1	0
283	1	1	3	0	0	28	2196	0	1	1	0
290	1	2	4	0	0	28	2196	0	1	1	0
293	1	5	1	0	0	28	2196	0	1	1	0
295	1	1	3	0	0	28	2196	0	1	1	0
296	1	3	2	0	0	28	2196	0	1	1	0
304	1	5	1	0	0	28	2196	0	1	1	0
305	1	4	6	0	0	28	2196	0	1	1	0
306	1	1	3	0	0	28	2196	0	1	1	0
307	1	2	4	0	0	28	2196	0	1	1	0
317	1	5	1	0	0	24	1620	0	1	1	0
318	1	3	2	0	0	28	2196	0	1	1	0
323	1	2	4	0	0	22	1383	0	1	1	0
328	1	3	2	0	0	28	2196	0	1	1	0
330	1	4	6	0	0	28	2196	0	1	1	0
331	1	1	3	0	0	28	2196	0	1	1	0
361	1	3	2	0	0	28	2196	0	1	1	0
363	1	2	4	0	0	28	2196	0	1	1	0
367	1	4	6	0	0	28	185	0	1	1	0
367	1	5	1	0	0	24	1479	0	1	1	0
375	1	1	3	0	0	28	2196	0	1	1	0
401	1	1	3	0	0	28	2196	0	1	1	0
404	1	5	1	0	0	28	2196	0	1	1	0
414	1	1	3	0	0	28	2196	0	1	1	0
417	1	2	4	0	0	28	2196	0	1	1	0
418	1	4	6	0	0	28	2196	0	1	1	0
419	1	1	3	0	0	28	2196	0	1	1	0
421	1	5	1	0	0	22	1383	0	1	1	0
423	1	3	2	0	0	28	2196	0	1	1	0
428	1	2	4	0	0	28	2196	0	1	1	0
436	1	4	6	0	0	28	2196	0	1	1	0
451	1	3	2	0	0	28	2196	0	1	1	0
453	1	1	3	0	0	28	2196	0	1	1	0
454	1	3	2	0	0	28	2196	0	1	1	0
460	1	4	6	0	0	28	2196	0	1	1	0
475	1	3	2	0	0	28	2196	0	1	1	0
476	1	4	6	0	0	28	2196	0	1	1	0
481	1	2	4	0	0	18	967	0	1	1	0
490	1	5	1	0	0	28	2196	0	1	1	0
491	1	2	4	0	0	28	2052	0	1	1	0
491	1	3	2	0	0	28	185	0	1	1	0
494	1	1	3	0	0	28	2196	0	1	1	0
496	1	5	1	0	0	28	2196	0	1	1	0
517	1	5	1	0	0	28	2196	0	1	1	0
520	1	3	2	0	0	28	2196	0	1	1	0
527	1	2	4	0	0	28	2196	0	1	1	0
530	1	1	3	0	0	28	2196	0	1	1	0
537	1	3	2	0	0	28	2196	0	1	1	0
543	1	4	6	0	0	28	2196	0	1	1	0
544	1	5	1	0	0	28	2196	0	1	1	0
548	1	3	2	0	0	28	2196	0	1	1	0
552	1	4	6	0	0	28	2196	0	1	1	0
553	1	5	1	0	0	28	2196	0	1	1	0
561	1	3	2	0	0	28	2196	0	1	1	0
562	1	2	4	0	0	28	2196	0	1	1	0
565	1	4	6	0	0	28	2196	0	1	1	0
571	1	1	3	0	0	28	2196	0	1	1	0
581	1	3	2	0	0	28	2196	0	1	1	0
582	1	5	1	0	0	28	2196	0	1	1	0
584	1	2	4	0	0	28	2196	0	1	1	0
588	1	1	3	0	0	24	1620	0	1	1	0
591	1	5	1	0	0	28	2196	0	1	1	0
592	1	3	2	0	0	28	2196	0	1	1	0
595	1	2	4	0	0	28	2196	0	1	1	0
597	1	1	3	0	0	28	2196	0	1	1	0
604	1	5	1	0	0	28	2196	0	1	1	0
606	1	1	3	0	0	28	2196	0	1	1	0
607	1	3	2	0	0	28	2196	0	1	1	0
621	1	2	4	0	0	28	2196	0	1	1	0
627	1	4	6	0	0	20	1191	0	1	1	0
628	1	2	4	0	0	24	1620	0	1	1	0
631	1	1	3	0	0	28	2196	0	1	1	0
639	1	5	1	0	0	28	2196	0	1	1	0
640	1	1	3	0	0	28	2196	0	1	1	0
641	1	2	4	0	0	24	1620	0	1	1	0
646	1	3	2	0	0	28	2196	0	1	1	0
647	1	2	4	0	0	22	1383	0	1	1	0
654	1	3	2	0	0	28	2196	0	1	1	0
656	1	4	6	0	0	28	2196	0	1	1	0
663	1	3	2	0	0	28	2196	0	1	1	0
668	1	2	4	0	0	28	2196	0	1	1	0
